Vote No#,Department,Programme No#,Programme,Subprogramme No#,Subprogramme,econClass_L1,econClass_L2,econClass_L3,econClass_L4,econClass_L5,IYM_econLowestLevel,Item_Lowest_Level,Assets_Level_1,Assets_Level_2,Assets_Level_3,Assets_Level_4,Assets_Level_5,Assets_Level_6,Assets_Lowest_Level,Project_Level_1,Project_Level_2,Project_Level_3,Project_Level_4,Project_Level_5,Project_Level_6,Project_Level_7,Project_Level_8,Project_Level_9,Project_Level_10,Project_Level_11,Project_Lowest_Level,Responsibility_Level_2,Responsibility_Level_3,Responsibility_Level_4,Responsibility_Level_5,Responsibility_Level_6,Responsibility_Level_7,Responsibility_Level_8,Responsibility_Level_9,Responsibility_Level_10,Responsibility_Level_11,Responsibility_Level_12,Responsibility_Level_13,Responsibility_Level_14,Responsibility_Level_15,Responsibility_Lowest_Level,Fund_Level_1,Fund_Level_2,Fund_Level_3,Fund_Level_4,Fund_Level_5,Fund_Level_6,Fund_Level_7,Fund_Level_8,Fund_Lowest_Level,Infrastructure_Level_1,Infrastructure_Level_2,Infrastructure_Level_3,Infrastructure_Level_4,Infrastructure_Level_5,Infrastructure_Level_6,Infrastructure_Lowest_Level,Item_Level_1,Item_Level_2,Item_Level_3,Item_Level_4,Item_Level_5,Item_Level_6,Item_Level_7,Item_Level_8,Regional_ID_Level_1,Regional_ID_Level_2,Regional_ID_Level_3,Regional_ID_Level_4,Regional_ID_Level_5,Regional_ID_Level_6,Regional_ID_Level_7,Regional_ID_Level_8,Regional_ID_Lowest_Level,Budget,AdjustmentBudget,April,May,June,July,August,September,October,November,December,January,February,March,Q1,Q2,Q3,Q4,Financial_Year
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,FREE STATE 17,FREE STATE 17,DISTR MUN: LEJWELEPUTSWA 17,PSP WESSELSBRON 17,,,,,,,,PSP WESSELSBRON 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,FREE STATE 17,,,,,,FREE STATE 17,0,0,2.91388,2.91388,2.91388,2.91388,2.91388,3.17266,3.00014,3.00014,3.00014,3.00014,3.00014,3.00014,8.74164,9.00042,9.00042,9.00042,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,GAUTENG 17,GAUTENG 17,METRO MUN: TSHWANE 17,MO GA-RANKUWA 17,,,,,,,,MO GA-RANKUWA 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,GAUTENG 17,,,,,,GAUTENG 17,0,0,17.48328,17.48328,17.48328,17.48328,18.94022,20.62229,18.00084,18.00084,18.00084,18.00084,18.00084,18.00084,52.44984,57.04579,54.00252,54.00252,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: ILEMBE 17,PSP SUNDUMBILI 17,,,,,,,,PSP SUNDUMBILI 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,4.37082,4.37082,4.37082,4.37082,4.37082,4.75899,4.50021,4.50021,4.50021,4.50021,4.50021,4.50021,13.11246,13.50063,13.50063,13.50063,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,FREE STATE 17,FREE STATE 17,DISTR MUN: T MOFUTSANYANE 17,MO BETHLEHEM 17,,,,,,,,MO BETHLEHEM 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,FREE STATE 17,,,,,,FREE STATE 17,0,0,30.59574,30.59574,30.59574,30.59574,29.1388,31.7266,30.0014,30.0014,30.0014,30.0014,30.0014,30.0014,91.78722,91.46114,90.0042,90.0042,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,FREE STATE 17,FREE STATE 17,DISTR MUN: T MOFUTSANYANE 17,PSP CLOCOLAN 17,,,,,,,,PSP CLOCOLAN 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,FREE STATE 17,,,,,,FREE STATE 17,0,0,2.91388,2.91388,2.91388,2.91388,2.91388,3.17266,3.00014,3.00014,3.00014,3.00014,3.00014,3.00014,8.74164,9.00042,9.00042,9.00042,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:SERVICE BONUS (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: AMATHOLE 17,MO ALICE 17,,,,,,,,MO ALICE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:SERVICE BONUS (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,0,0,65.71975,12.03425,28.02025,0,0,42.6215,51.4375,61126,20.7815,31.56375,65.71975,40.0545,94059,113.47125,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: SISONKE 17,MO KOKSTAD 17,,,,,,,,MO KOKSTAD 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,11.65552,11.65552,11.65552,11.65552,11.65552,15.69078,13.50063,13.50063,13.50063,13.50063,13.50063,13.50063,34.96656,39.00182,40.50189,40.50189,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,KWAZULU-NATAL 17,KWAZULU-NATAL 17,DISTR MUN: SISONKE 17,PSP HIMEVILLE 17,,,,,,,,PSP HIMEVILLE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,KWAZULU-NATAL 17,,,,,,KWAZULU-NATAL 17,0,0,2.91388,2.91388,2.91388,2.91388,2.91388,3.17266,3.00014,3.00014,3.00014,3.00014,3.00014,3.00014,8.74164,9.00042,9.00042,9.00042,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,GAUTENG 17,GAUTENG 17,DISTR MUN: SEBIDENG 17,TH BOITSHEPIVILLE 17,,,,,,,,TH BOITSHEPIVILLE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,GAUTENG 17,,,,,,GAUTENG 17,0,0,4.37082,4.37082,4.37082,4.37082,4.37082,4.75899,4.50021,4.50021,4.50021,4.50021,4.50021,4.50021,13.11246,13.50063,13.50063,13.50063,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:CMPNS/CIRCM (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: AMATHOLE 17,MO ALICE 17,,,,,,,,MO ALICE 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:COMPENS/CIRCUMSTAN:RES,S&W:CMPNS/CIRCM (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,948,948,948,948,948,948,948,948,948,948,948,948,2844,2844,2844,2844,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:CMPNS/CIRCM (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: OR TAMBO 17,LO MTHATHA 17,,,,,,,,LO MTHATHA 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:COMPENS/CIRCUMSTAN:RES,S&W:CMPNS/CIRCM (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,3318,3318,3318,3318,3318,3318,3318,3318,3318,2844,2844,2844,9954,9954,9954,8532,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,GAUTENG 17,GAUTENG 17,DISTR MUN: WEST RAND 17,DMO WEST RAND 17,,,,,,,,DMO WEST RAND 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,GAUTENG 17,,,,,,GAUTENG 17,0,0,2.91388,2.91388,2.91388,2.91388,2.91388,3.17266,3.00014,3.00014,3.00014,3.00014,3.00014,3.00014,8.74164,9.00042,9.00042,9.00042,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,GAUTENG 17,GAUTENG 17,DISTR MUN: WEST RAND 17,TH BRANDVLEI 17,,,,,,,,TH BRANDVLEI 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,GAUTENG 17,,,,,,GAUTENG 17,0,0,1.45694,1.45694,1.45694,1.45694,1.45694,1.58633,1.50007,1.50007,1.50007,1.50007,1.50007,1.50007,4.37082,4.50021,4.50021,4.50021,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:CMPNS/CIRCM (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,FREE STATE 17,FREE STATE 17,DISTR MUN: FEZILE DABI 17,MO KROONSTAD 17,,,,,,,,MO KROONSTAD 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:COMPENS/CIRCUMSTAN:RES,S&W:CMPNS/CIRCM (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,FREE STATE 17,,,,,,FREE STATE 17,0,0,1896,6.24957,1896,1896,1896,1896,1896,1896,1896,3.21646,3.19471,11.63127,10.04157,5688,5688,18.04244,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:SERVICE BONUS (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,EASTERN CAPE 17,EASTERN CAPE 17,DISTR MUN: JOE GQABI 17,PSP BURGERSDORP 17,,,,,,,,PSP BURGERSDORP 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:SERVICE BONUS (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,EASTERN CAPE 17,,,,,,EASTERN CAPE 17,0,0,23464,0,17643,0,19.87425,0,0,298,0,0,0,17.90775,41107,19.87425,298,17.90775,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,GAUTENG 17,GAUTENG 17,METRO MUN: EKURHULENI 17,MO BENONI 17,,,,,,,,MO BENONI 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,GAUTENG 17,,,,,,GAUTENG 17,0,0,32.05268,32.05268,32.05268,32.05268,32.05268,31.85599,31.50147,31.50147,31.50147,31.50147,31.50147,31.50147,96.15804,95.96135,94.50441,94.50441,2021
5,Home Affairs,2,Citizen Affairs,5,Service Delivery to Provinces,Current,Current payments,Compensation of employees,Salaries and wages,Salaries and wages,Salaries and wages,S&W:HOUSING ALLOWANCE (RES),NON-ASSETS RELATED,NON-ASSETS RELATED,,,,,NON-ASSETS RELATED,NO PROJECTS,NO PROJECTS,,,,,,,,,,NO PROJECTS,DEPARTMENT HOME AFFAIRS 17,DIRECTOR-GENERAL 17,CITIZEN AFFAIRS 17,GAUTENG 17,GAUTENG 17,METRO MUN: EKURHULENI 17,MO KEMPTON PARK 17,,,,,,,,MO KEMPTON PARK 17,EXPENDITURE:VOTED,DEPARTMENTAL APPROPRIATION,VOTED FUNDS DISCRETIONARY,DEPARTMENTAL VOTE,VOTED FUNDS,,,,VOTED FUNDS,EXPENDITURE,NON INFRASTRUCTURE,NON INFRASTRUCTURE: CURRENT,NON INFRASTRUCTURE: CURRENT,NON INFRA/ST ALONE:CURRENT,,NON INFRA/ST ALONE:CURRENT,PAYMENTS,PAYMENTS,COMPENSATION OF EMPLOYEES,SALARIES AND WAGES,SALARIES & WAGES RESIDENTS,SAL&WAGES:NON PENSIONABLE(RES),SAL&WAGES:OTH NON-PENS ALLOW:RES,S&W:HOUSING ALLOWANCE (RES),REGIONAL IDENTIFIER,NAT FUNCTION:WHOLE COUNTRY DOM,GAUTENG 17,,,,,,GAUTENG 17,0,0,46.62208,45.16514,45.16514,45.16514,45.16514,49.08997,46.50217,46.50217,45.0021,45.0021,45.0021,45.0021,136.95236,139.42025,138.00644,135.0063,2021
