government,department_name,vote_number,is_vote_primary,intro,website_url
North West,Community Safety and Transport Management,5,True,"## Vision

Safe Communities and effective transport services.



## Mission

We are committed to promote community and road safety, exercise civilian oversight of police and coordinate transport services through an integrated approach.

Each employee is committed to an IIMPACCT culture that explains our behaviour as follows:

* Integrity

* Innovative

* Motivated

* Passionate

* Accountability

* Client focused

* Commitment

* Team work



## Core functions

The core functions of the department are summarized as follows:-

* To exercise oversight function with regard to South African Police Service in the Province, coordinate crime prevention initiatives and promote community police relations;

* To plan, regulate and facilitate the provision of integrated transport services through co-ordination and co-operation with national planning authorities, and the private sector 
in order to enhance implementation of safety initiatives and mobility of all communities particularly those currently without or with limited access;

* To ensure the provision of a safe transport environment through the regulation of public transport operations, road traffic law enforcement and the registration and licensing of vehicles and drivers.

Department of Community Safety and Transport ManagementVote 05To be appropriated by Vote in 2017/18R 1 983 725 000Direct ChargeNot ApplicableResponsible MECMEC for Community Safety and Transport ManagementAdministrating DepartmentDepartment of Community Safety and Transport ManagementAccounting OfficerDeputy Director General for Community Safety and Transport Management
",
North West,Economy and Enterprise Development,6,True,"## Vision

“A growing economy wherein enterprises thrive”



## Mission

To lead, coordinate, support, implement and champion inclusive economic growth for the people of the North West Province through:

* Economic Planning and Development;

* Enterprise Development; and

* Effective Regulatory Services



## Core Functions

The department’s core functions are summarised as follows:

* Small Business Development;

* Provincial macro-economic planning and development;

* Research to determine economic potential and policy development;

* Economic sector development and sectorial charter implementation;

* Enhancement of productivity and competitiveness of various economic sectors;

* Industrial development facilitation;

* Economic infrastructure development facilitation;

* Investment and trade promotion;

* Regulatory functions (consumer protection and liquor policy administration, BBBEE policy compliance, gambling amongst others);

* Economic development planning & coordination including LED, IDPs, and cluster management

* Project management.",
North West,Finance,7,True,"## Vision

We will be the ultimate financial management authority and adviser on fiscal matters to the Bokone Bophirima Provincial and Local Administration in pursuit of transparency, good financial management and accountability to all our stakeholders



## Mission

To provide leadership in the management of public resources for efficient, effective and economic service delivery through a well-coordinated support to Provincial Departments, Public Entities and Municipalities.



## Core functions

The core functions of the department include the following;

* Co-ordination, monitoring and oversight of Annual MTEF and adjustment budgets;

* Province-wide cash management and monitor asset management implementation in provincial departments;

* Provide oversight and support on provincial departments and public entities Risk management;

* Provide a management structure for implementation of Infrastructure Delivery Improvement Plans by provincial departments; and

* Monitoring of infrastructure spending for provincial departments",
North West,Education and Sports Development,8,True,"## Vision 

Towards Excellence in Education and Sport Development.



## Mission

We provide quality basic education for high learner achievement through educator excellence, as well as sport development, nation building and social cohesion.



## Core functions

The core responsibility of the department is to provide quality education and training for all learners of school going age from Grade R to Grade 12, assisting them through proper guidance to achieve their full potential so that they can play a meaningful role in building the economy of the North West Province and the country at large.

The main core functions of the department are summarised below:

* To provide education in public ordinary schools. This is the core function of the department which ensures that all children of school going age from ages of 7 to 17 have access to basic education and attain the highest possible educational outcomes. Learners and educators are provided with basic Learning and Teaching Support Materials (LTSM) in accordance with the curriculum needs;

The function also provides professional support to all educators in schools, and basic physical infrastructure in public ordinary schools, which includes the school building programme, sanitation and effective maintenance of existing structures. Learners are also provided with nutrition through the implementation of the School Nutrition Programme at all no-fee schools;

* To support independent schools. This programme provides subsidies to learners in Independent schools in accordance with their needs as stipulated in the South African Schools Act;

* To provide education in public special schools. The aim of this function is to provide public education in special schools in accordance with the South African Schools Act and White Paper 6 on Inclusive Education;

* To provide early childhood education (ECD) in Grade R. This programme caters for pre-school education, for pre-Grade R and for Grade R in community Early Childhood Development centers. To improve the quality of education provided to all Grade R learners by gradually placing them in primary schools where they can be thoroughly prepared for the physical and academic demands of learning;

* To provide human resource development for educators and non-educators. The purpose is to ensure well-managed and monitored continuous assessment (CASS) at school level to enhance teaching and learning;

* Impact on social problems by extending HIV/AIDS awareness; and promoting a safe school environment. To implement life skills and HIV and AIDS programs and structures in schools in order to deal with the impact of HIV and AIDS in the school system;

* Ensuring that Sport is accessible to all communities and to promote talent in the province.

* Render Sport services to all citizens of the North West Province;

* Ensure the existence of proper infrastructure and programmes for the development of talent and skills in Sport activities and

* Promote social cohesion, moral regeneration and nation building",
North West,Local Government and Human Settlements,9,True,"## Vision

A transformed developmental local governance and integrated sustainable human settlements in safe and dignified community.



## Mission

To plan and promote integrated and sustainable human settlements and ensure quality service delivery through cooperation and good governance with municipalities



## Core functions

The core/main function of the department is to support municipalities in a proactive, responsive and accountable manner. It further promotes community participation in the local government processes. The provision of basic services in terms of the constitution is a long term objective of the Department.

The Department is also responsible for provision of habitable human settlements to all the citizens. These services include amongst others, the Upgrading of informal settlements, provision of tittle deeds and building descent human settlements.",
North West,Tourism,10,True,"## Vision

Leading a dynamic, sustainable, diversified and vibrant tourism sector for the North West Province.



## Mission

To lead and grow a dynamic, sustainable, diversified and vibrant tourism sector for the North-West Province through:

* Promoting partnerships and collaboration with all key stakeholders, in particular the private sector;

* Promoting cultural and heritage tourism in the North West;

* Strengthening institutional capacity;

* Promoting good cooperative governance;

* Branding and marketing of North West province as a tourism destination; and

* Creativity and innovation.



## Core functions

The main services rendered by the Department include the following:

* Development, implementation and update of tourism policies, strategies, programmes and plans;

* Provide research and knowledge management services to inform policy and decision-making by tourism stakeholders;

* Facilitation of integrated tourism planning among tourism stakeholders through capacity building programmes;

* Facilitation of the provision of tourism supporting infrastructure;

* Create employment opportunities by implementing tourism projects targeted at the unemployed through the Expanded Public Works Programme (EPWP);

* Implementation of tourism sector transformation programmes;

* Facilitate the development and implementation of integrated support packages to enhance destination competitiveness;

* Department of TourismVote 10To be appropriated by Vote in 2017/18R 245 761 000Direct ChargeNot ApplicableResponsible MECMEC for TourismAdministrating DepartmentDepartment of

* Tourism Accounting Officer Deputy Director General for Tourism Address challenges faced by our rural communities in line with the policy pronouncement of the provincial government as far as economic growth and development of Villages, Townships and Small Dorpies (VTSD), Saamtrek Saamwerk and the Setsokotsane initiatives
",
North West,Public Works and Roads,11,True,"## Vision

Delivery and maintenance of quality infrastructure for sustainable growth and development.



## Mission

To provide quality provincial infrastructure and ensure better service delivery.



## Core functions

Implementation of maintenance activities, routine, scheduled conditions assessment of all buildings and other fixed structures;

* To manage the property portfolio of the province including the establishment and management of the provincial strategic and infrastructure plan;

* To manage the operations of buildings including facilities management, cleaning, greening, beautification, interior decoration and designs as well as day to day preventative maintenance of electronic, electrical and mechanical equipment for all services related to managing a building;

* To promote accessibility support and the safe, affordable movement of people, goods and services through the delivery and maintenance of transport infrastructure that is sustainable, integrated and environmentally sensitive, and which supports and facilitates social empowerment and economic growth;

Department of Public Works and RoadsVote 11To be appropriated by Vote in 2017/18R 2 895 063 000Direct ChargeNot ApplicableResponsible MECMEC for Public Works and RoadsAdministrating DepartmentDepartment of Public Works and RoadsAccounting OfficerDeputy Director General for Public Works and Roads

To develop new, re-construct, upgrade and rehabilitate and maintain road and transport infrastructure;

* To plan, regulate and facilitate the provision of integrated land transport services through co-ordination and co-operation with national planning authorities and the private sector in order to enhance the mobility of all communities particularly those currently without or with limited access;

* To manage the implementation of programmes and strategies that lead to the development and empowerment of communities and contractors. This includes the provincial management and co-ordination of the Expanded Public Works Programme",
North West,Social Development,12,True,"## Vision

A united, non-racial, non-sexist, democratic and prosperous society.



## Mission

To create a caring and self-reliant society by building conscious and capable citizens through the provision of integrated social development services.



## Core functions

Promotion of Community Participation

The Department is committed to promote community participation through information dissemination, community planning, social mobilization, institution building and partnership development.",
North West,Rural Environment and Agricultural Development,13,True,"## Vision

Vibrant and prosperous society in harmony with our natural resources.



## Mission

Working together with our partners to provide a transformed sustainable, agricultural, environmental management and comprehensive integrated rural development.



## Core functions

The Department focus primarily on the following mandated core functions:-

* Rolling out the Comprehensive Rural Development Programme;

* Creating decent employment through Inclusive Economic Growth; and

* Protecting and Enhancing Environmental Assets and Natural Resources.",
Mpumalanga,Office of the Premier,1,True,"## Vision

A strategic centre of excellence for effective and efficient governance.



## Mission

Provide strategic direction and support evidence based decision making through research,
M&E, integrated planning, coordination of Government programmes and institutional
development.



## Core functions

The core functions and responsibilities for the Office of the Premier are, inter alia:

* Support the Premier in executing the Executive functions of the Province to achieve
integrated social development and economic growth;

* Support the Executive decision-making processes of the Premier in Executive Council to
inculcate good governance and effective public service delivery;

* Monitor and evaluate performance of all Provincial Executive functions and strategic
programmes for Provincial growth and development to enable the Premier to be
accountable for the overall executive performance of the Province.

* Coordinate strategic alignment and integration of sectorial and sub-sectorial strategies,policies and programmes to facilitate social transformation and development and
economic growth.

* Support the Premier to implement Provincial Public Service Transformation, reform and
service delivery improvement to build the capability of the Provincial Government to fulfil its Constitutional obligations",
Mpumalanga,Provincial Legislature,2,True,"## Vision

A people-centred, African, world class Legislature.



## Mission

To hold the Executive and other state organs accountable through intensified oversight
enhanced public involvement and effective law making supported by professional
administrative service



## Core functions

The core functions are as follows:

Law making
* To provide strategic leadership and management to ensure divisional effectiveness in
support of the core business of the Legislature.

* Coordinate and facilitate the business of the House, and provide Hansard and language
services

Oversight
* To provide professional and administrative support to Committees and liaison function
between the Legislature and the NCOP for the fulfilment of the constitutional mandate.

* To provide research, policy analysis and knowledge management in support of the core
business of the Legislature.

* To provide professional legal services in support of the core business of the Legislature.

Public participation and petitions
* To provide professional and administrative services regarding public investment and
public participation in support of the core business of the Legislature.
Members’ affairs and political parties

* To provide professional and administrative support services to Members in order to fulfil the constitutional mandate of the Legislature.

Co-operative governance
* To provide professional parliamentary advisory and protocol services in support of the
core business of the Legislature",
Mpumalanga,Provincial Treasury,3,True,"## Vision

A dynamic Provincial Treasury leading in service excellence.



## Mission

The equitable allocation and optimal utilization of provincial resources to ensure a quality

and better life for all through:

* Quality financial advice and support to departments, public entities and municipalities.

* Efficient financial management and fiscal discipline.

* Effective monitoring of resource utilization.



## Core functions

Administration is responsible for political, financial and administrative management of the

Provincial Treasury. The Programme provides prompt, continuous, effective and efficient
administrative support to all line functions in the Provincial Treasury.
Sustainable Resources Management exists to promote optimal and effective provincial
resource allocation and utilization, efficient provincial budget management, accurate
financial reporting on provincial revenue generation and maximization, promote efficient
planning, implementation and management of infrastructure by provincial Departments and
Municipalities, and provide technical support to delegated Municipalities on the
implementation of the Municipal Finance Management Act, No. 56 of 2003 (MFMA).
Assets and Liabilities Management is responsible for the monitoring and support on Assets,
Liabilities, Provincial Supply Chain management, Public Private Partnerships, Transversal
Systems as well as the provisioning of Information Technology Services to Departments,
Public Entities and Municipalities in Mpumalanga Province.

Financial Governance serves to facilitate, monitor, support and provide professional advice to ensure good governance in the Province
",
Mpumalanga,Co-operative Governance and Traditional Affairs,4,True,"## Vision

Responsive, effective, efficient and sustainable cooperative governance



## Mission

To coordinate, support, monitor and strengthen an integrated cooperative Governance
system



## Core functons

* S154 of the Constitution states that National and Provincial governments, by legislative
and other measures, must support and strengthen the capacity of Municipalities to
manage their own affairs, to exercise their powers and to perform their functions.

* S105 (1) states that the MEC for Local Government in a province must establish
mechanisms, processes and procedures in terms of S155(6) of the Constitution to-

* Monitor Municipalities in the Province in managing their own affairs, exercising their
powers and performing their functions;

* Monitor the development of local government capacity in the Province; and

* Assess the support needed by Municipalities to strengthen their capacity to manage their
own affairs, exercise their powers and perform their functions",
Mpumalanga,"Agriculture, Rural Development, Land and Environmental Affairs",5,True,"## Vision

Vibrant, equitable, and sustainable urban and rural communities with a united and prosperous agricultural sector

## Mission

To facilitate an integrated, comprehensive, sustainable, social and agricultural development in rural and urban communities, through ensuring cohesion and collaboration by all sectors
of society.

## Core functions

The Department will continue with the implementation of the following priority policy initiatives in response to Outcome 7 and Outcome 10 in particular

* Accelerate the implementation of Mpumalanga Fortune 40 Young Farmer Incubator Programme

* Provide Irrigation Infrastructure

* Identify and capacitate farmers to increase food production

* Increase Meat Production: (Red and White meat)

* Increase Grain Production: (Maize, Soya bean, Sorghum)

* Increase Tropical Fruit and Vegetable Production

* Development and refurbishment of the agro-processing facilities for Meat, grains, fruit and vegetable

* Improve Research Development Programme

* Provide support to affected farmers through Disaster Relief Schemes

* Monitor climate change through Climate Change Response Tools

* Ambient Air Quality Monitoring Stations Commissioned; Operated And Maintained",
Mpumalanga,Economic Development and Tourism,6,True,"## Vision

An Inclusive, Global Competitive Economy



## Mission

Drive economic growth that creates decent employment and promote sustainable
development through partnership.",
Mpumalanga,Education,7,True,"## Vision

Advancing excellence in quality education provision



## Mission

The Mpumalanga Department of Education commits to work with its stakeholders to promote
effective teaching and learning through good governance, capable management and
proficient leadership



## Core functions

Since 2001, the department has been shifting its focus from establishing broad policy and
governance structures and stabilisation of the education system, to improving access, quality
and equity. Recent policy pronouncements from the Presidential State of the Nation Address
point to the centrality of Education in driving an accelerated and shared economic growth.
2015/2016 financial year was the beginning of a new 5 Year Cycle 2015 – 2020 whereby the
focus will be on implementing the National Development Plan through the priorities as
outlined Medium Term Strategic Framework 2014 -2019 of Government. In order to achieve
the outcome of improved quality of basic education, there will be a focus on improving the
quality of teaching so that results improve, as measured by internationally benchmarked
tests. Targets have been set for the improvements in results at various grades over time. In
order to achieve this, we will be providing all schools with appropriate learner and teacher
support materials such as lesson plans, workbooks and textbooks, to ensure proper
coverage of the curriculum. Curriculum coverage and the utilisation of these resources will
be closely monitored as this is part of the non-negotiables for the sector.
The monitoring of the implementation of the Curriculum and Assessment Policy Statement
(CAPS) in both General Education Training (GET) and Further Education Training (FET)
phases of the system will be prioritised. Some children live far away from school. Others
need special education and local schools may not offer this, and many are from poor homes.
To achieve this we will continue to make the number of no-fee schools available and to
increase feeding schemes to assist children from poor families.",
Mpumalanga,"Public Works, Roads and Transport",8,True,"## Vision

An integrated transport system and infrastructure that promotes socio-economic
development



## Mission

To provide an integrated, reliable and cost-effective transport system that meets the
development needs of the province.
To deliver infrastructure that promotes sustainable economic development and job creation.



## Core functions

Improve overall performance of the Department.

* Enhance good governance and accountability.

* Implementation of building infrastructure projects within the prescribed time and budget.

* Enhance property management.

* Improve the provincial road network.

* Efficient and effective management of transport services.

* Coordinate, monitor and evaluate implementation of EPWP III across the Province",
Mpumalanga,"Community Safety, Security and Liaison",9,True,"## Vision

A Safe, secure, crime and road accident free Mpumalanga Province



## Mission

To improve community and road traffic safety through mass mobilization, oversee the
performance of the police and provision of security services.



## Core functions

The strategic goals and objectives of the department are derived from the mandates outlined in the constitution. These strategic goals and objectives are critical towards the achievement
of the mission statement stated above and finally the vision. The annual performance plan covers very comprehensive and detailed the strategic goals and objectives.
The Department in its effort to fight crime in the Province and improve road safety will continue to be driven by the following strategic goals:

* Effective investment in resources and systems for the delivery of quality services.

* Improved quality of life through eradication of crime.

* Civilian Oversight over the South African Police Service

* Effective road traffic safety in province

The following strategic objectives will therefore continue to drive and coordinate the
implementation departmental programmes:

* To provide corporate support services to the department

* To coordinate and facilitate programmes aimed at reducing contact crime and establish
and support institutional structures for community governance and participation

* To promote service excellence through monitoring and evaluation of SAPS performance
and develop policy interventions through research on policing matters.

* To provide transport regulation and road safety in the province

* To coordinate security services in the Province",
Mpumalanga,Health,10,True,"## Vision

“A Healthy Developed Society”



## Mission

The Mpumalanga Department of Health is committed to improve the quality of health and wellbeing
of all people of Mpumalanga by providing needs based, people centered, equitable
health care delivery system through an integrated network of health care services provided by
a cadre of dedicated and well skilled health workers.



## Core functions

The Department of Health is mandated to provide quality health services that are preventative,promotive, curative and rehabilitative to the people of Mpumalanga. The departmental budget
vote has eight main divisions which consist of Administration, District Health Services,Emergency Medical Services, Provincial Hospital Services, Central Hospitals, Health sciences
and training, Health Care Support and Health Facilities Management.

District Health Services is bedrock of service functionality where comprehensive primary health care and district hospital services are engineered to the community using the district
health system model. The department provides primary health care package which includes amongst others IMCI, these services are rendered to communities through clinics, CHC,
Home-based care, mobile services, ward-based outreach teams and Integrated School Health Services in partnership with Non Profit Organisations (NPOs)
Emergency Medical Services provides Pre-hospital medical services, Inter-hospital transfers, Rescue and Planned Patient Transport to all inhabitants of Mpumalanga Province within the
national norms of 15 minutes in urban areas and 40 minutes in rural areas.

Provincial Hospital Services renders secondary health services in regional hospitals and provides TB in specialized hospital services. Central Hospitals render secondary and tertiary
health care services and provides a platform for training of health care workers including research.

Health Care Support Service ensures the availability of pharmaceuticals and other ancillaries, rendering credible forensic health care which contributes meaningfully to the criminal justice
system, the availability, use and upkeep of the appropriate health technologies and the provision of laundry services",
Mpumalanga,"Culture, Sport and Recreation",11,True,"## Vision

A patriotic socially cohesive society



## Mission

To promote social cohesion and nation building through culture, sport and information service
to people of Mpumalanga



## Core functions

To foster a new national identity, common citizenry and equal rights through conducting programmes such as multi-faith consultative forums, multilingualism awareness campaigns, workshops on national symbols to achieve improved knowledge and upheld
values enshrined in RSA Constitutional values.

* To promote a viable cultural industries and preserve the heritage through completion of
pre-construction of Cultural Hubs, Heritage sites and maintenance of Cultural Villages and
museums.

* To promote and develop arts and culture through craft exhibitions and capacity building
programme, cultural tourism, museum displays and standardization of Geographic Names
and features.

* To promote the Province and the Country as a diverse socially cohesive nation through
the host of International events and tournaments.

* To encourage active participation of community based structures through the support of arts culture, language, heritage structure museums structures that are in partnership with
government to promote culture.

Library and Archive services

* To increase access to information services through establishment and resourcing of new libraries facilities, monitor existing library facilities and repository record management.

* To sustain access to information services through library and archival programmes such as provision of library materials (books etc.)

* To increased and sustain job opportunities created through creative industry that account
for EPWP jobs created and cooperatives

* To foster constitutional values though by promoting human rights, reconciliation, cultural diversity and nation building through the host of national commemorative / celebrative
days that contributes towards improved knowledge and upheld values enshrined in RSA Constitutional values.

Sport and Recreation
* To develop Sport Infrastructure for excellence and sport development through the completion of pre-construction phase of High Altitude Training Center and Sport Combo Courts

* Coordinate recreation events (indigenous games; golden games, big walk, recreation day, hub & club tournaments, cycling, fun runs, sport-specific events; sport for all projects, sport
for social change and development, modified sport, sport and recreation outreach, mass mobilization and rural sport events etc.) and school sport district tournaments that promote
healthy lifestyles

* Provision of equipment and attire to schools, Hubs and clubs in an effort to enable participation in Sport and Recreation

* To encourage active participation of community based structures through the support of sport institutions, sport academies and Sport Councils that are in partnership with government to promote Sport.",
Mpumalanga,Social Development,12,True,"## Vision

A caring, humane and developed society



## Mission

To provide, equitable, integrated and quality sustainable social development services in
partnership with all stakeholders to eradicate poverty and protect vulnerable groups in all
communities of Mpumalanga.



## Core functions

Social Welfare Services
* Integrated social welfare services to older persons, persons with disabilities and other
vulnerable groups,

* Integrated services to people infected and affected by HIV and AIDS,

* Social Welfare safety net, through provision of emergency material supplies to individuals
and families affected by disasters.

Children and Families
The programme aims to provide comprehensive child and family care and support services to
communities in partnership with stakeholders and civil society organisations. The following
services are provided within the programme:

* Programmes and services to promote functional families and to prevent vulnerability in
families

* Integrated programmes and services that provide for the development, care and protection
of the rights of children

* Comprehensive early childhood development services and Partial care

* Alternative care and support to vulnerable children through Child and Youth care centres

* Protection, care and support to vulnerable children in communities through community
based care services

Restorative Services
* Development and implementation of social crime prevention programmes and probation
services targeting children, youth and adult offenders and victims within the justice system

* Integrated programmes and services to support ,care and empower victims of crime

* Integrated services for anti-substance abuse, prevention, treatment and rehabilitation

* Development and Research

* Provision of integrated poverty alleviation services through sustainable development
programmes in partnership with community based organisations.

* Creation of an environment to help young people to develop constructive, affirmative and
sustainable relationships while concurrently providing opportunities for them to build their
competencies and needed skills to engage as partners in their own development and that
of their communities.

",
Mpumalanga,Human Settlements,13,True,"## Vision

Integrated sustainable human settlements and improved quality livelihoods



## Mission

To plan, coordinate and facilitate the creation of integrated sustainable human settlements



## Core functions

* Servicing of sites and construction of houses and other socio-economic facilities;

* Collaboration with other state departments in the delivery of public facilities;

* Collaboration with the private sector and other government agencies in the creation of
integrated sustainable human settlements.",
Limpopo,Office of the Premier,1,True,"## Vision

Good governance, integrated planning, sustainable growth and development.



## Mission

Provide innovative and strategic leadership and management for service excellence in Limpopo Province.



## Core functions

The Provincial Administration, in line with the national policy, committed itself to improve the lives of the people of the province. The strategic goals of the Office of the Premier are to:

* Improve capacity of the Office of the Premier to provide strategic leadership;

* Improve institutional efficiency and effectiveness of the Provincial Administration;

* Enhance Monitoring and Evaluation capacity of the Provincial Administration;

* Promote intergovernmental and international relations.",
Limpopo,Provincial Legislature,2,True,"## Vision

The Limpopo Legislature seeks to be a representative and consultative body, a vanguard of people’s aspirations and interests towards a democratic, non-sexist, non-racial, united and prosperous society.



## Mission

The Legislature is an autonomous institution and an agent for transformation that strives to:

* Defend, strengthen, deepen and maintain democracy;

* Make quality laws and policies for the citizens of the province;

* Have an effective and meaningful participation of the citizens in the law-making processes;

* Articulate the needs and desires of the citizens of the province;

* Be a transparent, consultative and accountable institution;

* Maintain norms set nationally for the eradication of racism and gender imbalances;

* Have a representative and accountable budget;

* Ensure provision, retention of competent skills and efficient utilization of human resources;

* Exercise oversight over the executive arm of government; and

* Provide financial and administrative support to political parties represented in the Legislature and provide effective management and support to Members of the Legislature.



## Core functions

* Oversight over the executive arm of government;

* Law making;

Vote 2: Limpopo Legislature

* Public Participation;

* Consider, pass, amend or reject any bill before the Legislature with the exclusion of money bills;

* Ensures that all provincial executive organs of state in the province are accountable. This is done through conducting oversight over the executives;

* Facilitate public participation in law making processes and address petitions brought before the Legislature; and

* Provide financial and administrative assistance to each party represented in the Legislature",
Limpopo,Education,3,True,"## Vision

Excellence in provisioning of innovative quality basic education.



## Mission

To deliver quality education in an innovative, effective and efficient way by giving maximum monitoring and support to districts, circuits and schools, continuous development of educators and officials, maximizing accountability, fostering community participation and governance in education, ensuring equitable, efficient allocation and utilization of resources, striving for a competent and motivated workforce.



## Core functions

* Delivery of quality education by ensuring functionality of schools and reduction of under- performing schools.

* Improve capacity of the department to support delivery of quality education by ensuring that management performance and compliance levels are rated from an average level of 2 to 4 on the MPAT Standards by 2019/20.

* Provide education in public ordinary and special schools.

* Support independent schools, promote a safe school environment.

* Improve HIV and AIDS awareness, and make available.

* Early Childhood Education (ECD) in Grade R.

* Offer training and support to all public education institutions Human Resource Development (HRD) for educators and non-educators.

* Departmentally managed examination services.

* Overall management of the education system.

* Provide minimum food needed to learn effectively in primary schools to identified poor and
hungry learners.",
Limpopo,Agriculture,4,True,"## Vision

United, prosperous and productive agricultural sector for sustainable rural communities.



## Mission

To promote food security and economic growth through sustainable agricultural development.



## Core functions

The Limpopo Department of Agriculture and Rural Development (LDARD) aims to lead and support sustainable agriculture and promote rural development in the Province through governance, knowledge development and transfer, regulatory function and financial support to agriculture.",
Limpopo,Provincial Treasury,5,True,"## Vision

Excellence in public resource management for socio-economic development.



## Mission

Empowering provincial and local government for sustainable service delivery through good governance and sound public resource management.



## Core functions

The main tasks of the Provincial Treasury are to:

* Prepare the Provincial Budget;

* Exercise control over the implementation of the Provincial Budget;

* Promote and enforce transparency and effective management in respect of revenue, expenditure, assets and liabilities of Provincial Government Institutions and Public Entities;

* Develop and implement Fiscal Policies in the Province that are consistent with National Macroeconomic and Fiscal objectives;

* Enforce implementation of National and Provincial Treasury norms and standards in the Province, including prescribed procurement systems, standards and Generally Recognized Accounting Practice, uniformly classified systems, provisioning, banking, cash management and investment frame-work policies;

* Implement Treasury norms and standards provided for in the PFMA and MFMA;

* Issue provincial instructions which are not inconsistent with the Act;

* Comply with annual DORA, monitor and assess the implementation of that Act in public entities;
2017/18 Estimates of Provincial Revenue and Expenditure

* Assist Provincial Government Institutions and Public Entities to build capacity for efficient,
effective and transparent financial management and internal control;

* Inspect any system of financial management and internal control applied by Provincial
Government Institutions;

* Intervene by taking appropriate steps to address serious and persistent material breach of
the PFMA by a provincial department or public entity, including withholding of funds;

* Monitor compliance with the MFMA by municipalities and municipal entities in the province;
and

* Monitor the preparation of municipal budgets by municipalities in the province.
Legislative mandate
",
Limpopo,"Economic Development, Environment and Tourism",6,True,"## Vision

A competitive economy within a sustainable environment.



## Mission

To create and facilitate the development of a competitive economy, sustainable environment and tourism growth.



## Core functions

The mandate of the Department is to facilitate the provincial economy, promote and manage environmental and tourism activities. To carry out this mandate, the department pursues the following:

* Ensuring the promotion of economic planning, conducting research and implementation and monitoring of economic development programs;

* Creating an enabling environment for SMMEs and Co-operatives to succeed in order to improve the quality of life of the people of Limpopo Province;

* Stimulating economic growth through industry development, trade and investment promotion;

* Ensuring that businesses in all sectors are regulated and an environment created whereby consumers are effectively protected;

* Ensuring sustainable environmental management, utilisation and regulation of natural resources;

* Ensuring protection and sustainable natural resource management and utilisation;

* Providing environmental empowerment support services; and

* Ensure regulation, promotion and development of tourism in the province.",
Limpopo,Health,7,True,"## Vision

A long and healthy life for people in Limpopo



## Mission

The Department is committed to provide quality health care service that is accessible, comprehensive, integrated, sustainable and affordable.



## Core functions

The Department renders the following services:

* Primary Health Care (PHC) services including priority health programmes such as HIV and AIDS, STI’s and TB control programme, mother and child and women’s health, nutrition, prevention and control of disease.

* The district hospital service is rendered through the district health system.

* Emergency Medical Services are coordinated and managed throughout the province.

* Secondary health care services are rendered through regional hospitals that provide out-patient and in-patient care at general specialist level; health care services that is providing specialized in-patient care for psychiatric, and MDR tuberculosis services.

* Tertiary hospital services which combines highly specialised tertiary care with secondary care including some primary health care patients with some referrals to step-down wards.

* Provide training for future health care professionals through nursing colleges/schools.

* Render clinical support services including allied services, pharmaceutical, laboratory services and oral health services.

* These services are supported through financial management, human resource development and management and support services (such as information systems, facility management, supply chain management, medico-legal services and other non-personnel health services).
",
Limpopo,Transport,8,True,"## Vision

To be a pioneer and leading department at the epi-centre of socio-economic development.



## Mission

To provide safe, affordable, sustainable and integrated transport services.



## Core functions

The department renders the following main services:

* Provisioning of public transport and related infrastructure;

* Administration of all aspects relating to motor vehicle licensing and registration fees, law administration, accident data & statistics and overload control;

* Promoting investment in rural transport as a means to provide affordable and convenient access to markets, employment, economic activity and social services;

* Co-ordinating development of transport multi-purpose centres, inter-modal transport facilities and freight logistic services as part of an integrated transport service network;

* Advancing equity in the employment of youth and women in transport sectors by employing income generating and labour-intensive methodologies for all infrastructure projects; and

* Developing and managing airports in the province.
",
Limpopo,"Public Works, Roads and Infrastructure",9,True,"## Vision

A leader in the provision and management of provincial land, buildings and roads infrastructure.



## Mission

Optimal utilization of resources in the provision and management of sustainable social and economic infrastructure including implementation and coordination of Expanded Public Works Programme.



## Core functions

* Facilitate and co-ordinate the provision of provincial government building infrastructure;

* Manage Provincial government land and buildings;

* Coordinate and implement the Expanded Public Works Programme and

* Comply with the requirements of Government Immovable Asset Management Act (GIAMA).

* Plan, Design, upgrade and maintain roads infrastructure.",
Limpopo,"Safety, Security and Liaison",10,True,"## Vision

A safe and secure Limpopo



## Mission

To intensify the fight against crime and corruption through an integrated approach, partnerships and effective oversight on the South African Police Services



## Core functions

The main services of the Department are,

* Co-ordinating provincial government departmental initiatives related to the prevention of crime;

* Co-ordinating local government crime prevention initiatives in the Province;

* Co-ordinating community participation in crime prevention and policing initiatives;

* Improving relations between communities and the police;

* Conduct research on safety and security matters; and

* Raise public awareness and enhance public education on safety and security.",
Limpopo,"Co-operative Governance, Human Settlements and Traditional Affairs",11,True,"## Vision

Integrated sustainable human settlements.



## Mission

To be an effective agent of change that delivers quality services to citizens of Limpopo through:

* Promoting developmental cooperative governance,

* supporting municipalities and traditional leadership institutions, and

* Optimally deliver integrated and sustainable human settlements



## Core functions

Ensure housing development, access to adequate accommodation in relevant and well located land, access to basic services, social and economic infrastructure.

* Support, capacitate municipalities to implement their constitutional mandates and coordinate the implementation of Provincial Disaster Management.

* Provide technical and oversight support to municipalities in terms of implementing their mandates.

* Support the institution of Traditional Leadership to operate within the context of Co-operative Governance.

* Provision of housing subsidy to qualifying beneficiaries and construction thereof

* Facilitation of property ownership; Township establishment approval

* Disaster relief services and advisory

* Facilitation of Co-operative Governance

* Traditional Affairs",
